"id","name","city","district","star_rating","price_per_night","available_rooms","amenities","address"
"532","钱塘西湖精品诺翰","杭州","西湖区","4","671","20","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市西湖区西湖路361号"
"533","江南吴山商务岷山","杭州","余杭区","4","696","53","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市余杭区吴山路268号"
"534","钱塘西溪行政豪生","杭州","滨江区","4","744","29","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市滨江区西溪路430号"
"535","远洋(西湖4号店)","杭州","西湖区","4","857","30","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市西湖区西湖路39号"
"536","西湖西溪格兰云天酒店","杭州","拱墅区","4","869","34","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市拱墅区西溪路282号"
"537","钱塘万枫(西溪店)","杭州","西湖区","4","808","25","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市西湖区西溪路439号"
"538","钱塘龙井度假格兰云天","杭州","西湖区","4","368","26","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市西湖区龙井路207号"
"539","杭州未来科技城诺翰酒店","杭州","萧山区","4","661","52","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市萧山区未来科技城路288号"
"540","江南湘湖桔子水晶酒店","杭州","拱墅区","4","578","49","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市拱墅区湘湖路170号"
"541","临安吴山行政远洋","杭州","滨江区","4","813","27","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市滨江区吴山路50号"
"542","全季旗舰(龙井5号店)","杭州","拱墅区","4","732","26","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市拱墅区龙井路24号"
"543","钱塘钱江新城建国饭店酒店","杭州","钱塘区","4","610","59","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市钱塘区钱江新城路101号"
"544","维景国际(运河度假店)","杭州","上城区","4","696","26","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市上城区运河路388号"
"545","杭州诺翰(吴山店)","杭州","西湖区","4","866","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","杭州市西湖区吴山路494号"
"546","非繁城品(未来科技城4号店)","杭州","余杭区","3","394","67","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区未来科技城路248号"
"547","杭城吴山希岸酒店","杭州","上城区","3","279","72","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市上城区吴山路308号"
"548","柏曼(临安运河店)","杭州","滨江区","3","281","51","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市滨江区运河路497号"
"549","都市花园(钱江新城5号店)","杭州","上城区","3","256","74","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市上城区钱江新城路281号"
"550","柏曼(未来科技城商务店)","杭州","余杭区","3","233","69","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区未来科技城路366号"
"551","江南龙井中心都市花园","杭州","余杭区","3","346","41","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区龙井路258号"
"552","丽呈睿轩(江南龙井店)","杭州","余杭区","3","323","60","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区龙井路299号"
"553","江南未来科技城锐思特酒店","杭州","拱墅区","3","313","36","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市拱墅区未来科技城路13号"
"554","城家(西湖店)","杭州","余杭区","3","248","78","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区西湖路403号"
"555","西湖灵隐锦江之星品尚","杭州","上城区","3","380","48","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市上城区灵隐路105号"
"556","杭州龙井丽呈睿轩酒店","杭州","钱塘区","3","337","73","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市钱塘区龙井路379号"
"557","莫林风尚(未来科技城3号店)","杭州","滨江区","3","357","72","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市滨江区未来科技城路25号"
"558","城家(运河1号店)","杭州","钱塘区","3","183","77","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市钱塘区运河路129号"
"559","临安湘湖商务尚客优品","杭州","钱塘区","3","360","75","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市钱塘区湘湖路332号"
"560","临安未来科技城商务青季","杭州","余杭区","3","229","48","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区未来科技城路230号"
"561","江南武林广场中心城市便捷","杭州","上城区","3","311","37","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市上城区武林广场路194号"
"562","丽枫(灵隐精品店)","杭州","萧山区","3","221","67","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市萧山区灵隐路434号"
"563","杭州龙井格林东方酒店","杭州","滨江区","3","219","50","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市滨江区龙井路306号"
"564","江南如家精选(吴山店)","杭州","钱塘区","3","382","66","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市钱塘区吴山路282号"
"565","途客中国(龙井商务店)","杭州","萧山区","3","313","34","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市萧山区龙井路403号"
"566","杭城希岸(运河店)","杭州","萧山区","3","203","52","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市萧山区运河路114号"
"567","宜必思尚品(江南龙井店)","杭州","拱墅区","3","235","78","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市拱墅区龙井路317号"
"568","钱塘未来科技城潮漫酒店","杭州","钱塘区","3","351","52","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市钱塘区未来科技城路229号"
"569","江南吴山如家商旅酒店","杭州","萧山区","3","354","50","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市萧山区吴山路196号"
"570","钱塘灵隐维也纳酒店","杭州","萧山区","3","413","63","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市萧山区灵隐路421号"
"571","临安未来科技城青季酒店","杭州","滨江区","3","255","71","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市滨江区未来科技城路99号"
"572","柏曼(武林广场5号店)","杭州","西湖区","3","181","70","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市西湖区武林广场路34号"
"573","江南西溪宜必思尚品酒店","杭州","钱塘区","3","232","64","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市钱塘区西溪路425号"
"574","江南武林广场美豪酒店","杭州","余杭区","3","297","75","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市余杭区武林广场路170号"
"575","丽枫(杭州武林广场店)","杭州","西湖区","3","322","34","免费WiFi,餐厅,洗衣房,会议室,停车场","杭州市西湖区武林广场路295号"
"576","西湖运河度假速8","杭州","滨江区","2","150","95","免费WiFi,24小时热水,空调,电视","杭州市滨江区运河路162号"
"577","钱塘武林广场汉庭","杭州","萧山区","2","191","119","免费WiFi,24小时热水,空调,电视","杭州市萧山区武林广场路33号"
"578","江南武林广场7天酒店","杭州","拱墅区","2","136","78","免费WiFi,24小时热水,空调,电视","杭州市拱墅区武林广场路311号"
"579","西湖湘湖景观尚客优","杭州","滨江区","2","102","100","免费WiFi,24小时热水,空调,电视","杭州市滨江区湘湖路81号"
"580","驿居(钱江新城3号店)","杭州","余杭区","2","180","58","免费WiFi,24小时热水,空调,电视","杭州市余杭区钱江新城路153号"
"581","逸客栈(未来科技城都会店)","杭州","钱塘区","2","114","45","免费WiFi,24小时热水,空调,电视","杭州市钱塘区未来科技城路3号"
"582","拾光里(未来科技城精品店)","杭州","西湖区","2","194","84","免费WiFi,24小时热水,空调,电视","杭州市西湖区未来科技城路109号"
"583","云朵(未来科技城中心店)","杭州","上城区","2","127","118","免费WiFi,24小时热水,空调,电视","杭州市上城区未来科技城路428号"
"584","OYO(武林广场4号店)","杭州","上城区","2","181","110","免费WiFi,24小时热水,空调,电视","杭州市上城区武林广场路38号"
"585","宜居(武林广场旗舰店)","杭州","拱墅区","2","191","114","免费WiFi,24小时热水,空调,电视","杭州市拱墅区武林广场路250号"
"586","西湖钱江新城六盘水酒店","杭州","余杭区","2","135","119","免费WiFi,24小时热水,空调,电视","杭州市余杭区钱江新城路36号"
"587","派酒店(湘湖3号店)","杭州","滨江区","2","187","114","免费WiFi,24小时热水,空调,电视","杭州市滨江区湘湖路79号"
"588","逸客栈(西湖运河店)","杭州","上城区","2","130","68","免费WiFi,24小时热水,空调,电视","杭州市上城区运河路365号"
"589","西湖微客(龙井店)","杭州","上城区","2","158","97","免费WiFi,24小时热水,空调,电视","杭州市上城区龙井路184号"
"590","钱塘未来科技城中心尚美","杭州","西湖区","2","176","50","免费WiFi,24小时热水,空调,电视","杭州市西湖区未来科技城路431号"
"591","杭城未来科技城精品轻时光","杭州","上城区","2","212","120","免费WiFi,24小时热水,空调,电视","杭州市上城区未来科技城路40号"
"592","格林豪泰(未来科技城5号店)","杭州","余杭区","2","150","115","免费WiFi,24小时热水,空调,电视","杭州市余杭区未来科技城路109号"
"593","临安7天(灵隐店)","杭州","萧山区","2","182","59","免费WiFi,24小时热水,空调,电视","杭州市萧山区灵隐路188号"
"594","拾光里(吴山精品店)","杭州","余杭区","2","158","104","免费WiFi,24小时热水,空调,电视","杭州市余杭区吴山路262号"
"595","钱塘龙井尚客优","杭州","萧山区","2","129","118","免费WiFi,24小时热水,空调,电视","杭州市萧山区龙井路351号"
"596","逸米(钱江新城中心店)","杭州","滨江区","2","171","112","免费WiFi,24小时热水,空调,电视","杭州市滨江区钱江新城路338号"
"597","易佰(湘湖店)","杭州","拱墅区","2","196","102","免费WiFi,24小时热水,空调,电视","杭州市拱墅区湘湖路119号"
"598","西湖龙井格林豪泰","杭州","上城区","2","125","106","免费WiFi,24小时热水,空调,电视","杭州市上城区龙井路465号"
"599","钱塘湘湖逸客栈酒店","杭州","滨江区","2","182","81","免费WiFi,24小时热水,空调,电视","杭州市滨江区湘湖路53号"
"600","住友(灵隐5号店)","杭州","钱塘区","2","171","62","免费WiFi,24小时热水,空调,电视","杭州市钱塘区灵隐路193号"
"601","虹夕诺雅(浐灞3号店)","西安","新城区","5","2221","39","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市新城区浐灞路115号"
"602","唐华新华联丽景(浐灞店)","西安","临潼区","5","2654","38","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市临潼区浐灞路310号"
"603","洲际(小寨中心店)","西安","莲湖区","5","995","26","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区小寨路330号"
"604","喜来登(长安小寨店)","西安","雁塔区","5","1164","31","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市雁塔区小寨路118号"
"605","古城华侨城洲际(大雁塔店)","西安","莲湖区","5","1543","28","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区大雁塔路83号"
"606","虹夕诺雅(钟楼店)","西安","雁塔区","5","1339","14","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市雁塔区钟楼路323号"
"607","锦江国际(大唐不夜城店)","西安","雁塔区","5","1737","39","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市雁塔区大唐不夜城路93号"
"608","唐华大唐不夜城新华联丽景","西安","新城区","5","1841","40","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市新城区大唐不夜城路44号"
"609","康莱德(大唐不夜城度假店)","西安","莲湖区","5","1578","36","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区大唐不夜城路211号"
"610","丽晶(大唐不夜城5号店)","西安","临潼区","5","1763","15","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市临潼区大唐不夜城路371号"
"611","卓美亚(兵马俑旗舰店)","西安","新城区","5","2229","22","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市新城区兵马俑路68号"
"612","西安曲江都会威斯汀","西安","新城区","5","2399","36","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市新城区曲江路77号"
"613","丽晶(小寨5号店)","西安","莲湖区","5","1161","12","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区小寨路247号"
"614","长安大唐不夜城嘉佩乐","西安","新城区","5","2447","26","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市新城区大唐不夜城路216号"
"615","西安中海凯骊(永宁门店)","西安","莲湖区","5","2241","21","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区永宁门路302号"
"616","莱佛士(秦都大雁塔店)","西安","莲湖区","5","2634","34","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区大雁塔路120号"
"617","君悦(古城大唐不夜城店)","西安","新城区","5","1454","10","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市新城区大唐不夜城路364号"
"618","秦都永宁门洲际酒店","西安","碑林区","5","2216","30","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市碑林区永宁门路106号"
"619","莱佛士(大明宫旗舰店)","西安","未央区","5","2425","30","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市未央区大明宫路300号"
"620","凯悦(永宁门3号店)","西安","莲湖区","5","2307","34","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","西安市莲湖区永宁门路105号"
"621","诺翰(秦都永宁门店)","西安","莲湖区","4","845","36","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市莲湖区永宁门路158号"
"622","古城大明宫中心绿地九龙","西安","长安区","4","471","34","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市长安区大明宫路229号"
"623","建国饭店(西安曲江店)","西安","新城区","4","403","30","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市新城区曲江路200号"
"624","西安小寨万怡酒店","西安","莲湖区","4","415","36","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市莲湖区小寨路114号"
"625","西安希尔顿欢朋(大唐不夜城店)","西安","碑林区","4","643","58","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市碑林区大唐不夜城路30号"
"626","金陵饭店(兵马俑店)","西安","莲湖区","4","880","38","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市莲湖区兵马俑路100号"
"627","希尔顿逸林(永宁门2号店)","西安","新城区","4","386","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市新城区永宁门路123号"
"628","万怡(长安大雁塔店)","西安","未央区","4","754","45","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市未央区大雁塔路301号"
"629","秦都钟楼维景国际酒店","西安","长安区","4","641","55","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市长安区钟楼路469号"
"630","古城康铂(高新店)","西安","雁塔区","4","763","56","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市雁塔区高新路3号"
"631","开元曼居(大明宫1号店)","西安","新城区","4","865","38","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市新城区大明宫路175号"
"632","秦都高新精品开元名都","西安","新城区","4","803","44","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市新城区高新路289号"
"633","长安浐灞度假雅阁","西安","临潼区","4","821","57","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市临潼区浐灞路442号"
"634","唐华福朋喜来登(大雁塔店)","西安","未央区","4","575","34","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市未央区大雁塔路410号"
"635","唐华浐灞郁锦香酒店","西安","新城区","4","619","35","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市新城区浐灞路148号"
"636","假日酒店(浐灞都会店)","西安","碑林区","4","837","40","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市碑林区浐灞路182号"
"637","秦都桔子水晶(高新店)","西安","雁塔区","4","554","35","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市雁塔区高新路377号"
"638","君亭(曲江商务店)","西安","雁塔区","4","714","29","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市雁塔区曲江路399号"
"639","豪生(大雁塔1号店)","西安","长安区","4","393","50","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市长安区大雁塔路191号"
"640","唐华郁锦香(大唐不夜城店)","西安","临潼区","4","537","52","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市临潼区大唐不夜城路144号"
"641","美爵(大唐不夜城4号店)","西安","雁塔区","4","839","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市雁塔区大唐不夜城路17号"
"642","古城世纪金源(大明宫店)","西安","临潼区","4","473","53","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市临潼区大明宫路236号"
"643","丝路郁锦香(钟楼店)","西安","碑林区","4","453","40","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市碑林区钟楼路186号"
"644","开元曼居(长安永宁门店)","西安","未央区","4","832","59","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市未央区永宁门路176号"
"645","长安希尔顿欢朋(兵马俑店)","西安","莲湖区","4","731","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","西安市莲湖区兵马俑路438号"
"646","逸柏(兵马俑2号店)","西安","雁塔区","3","388","36","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市雁塔区兵马俑路370号"
"647","格盟(永宁门景观店)","西安","莲湖区","3","217","77","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市莲湖区永宁门路77号"
"648","喆啡(小寨度假店)","西安","莲湖区","3","408","70","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市莲湖区小寨路265号"
"649","丽呈睿轩(丝路浐灞店)","西安","临潼区","3","244","65","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市临潼区浐灞路440号"
"650","唐华大雁塔如家精选酒店","西安","长安区","3","235","46","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市长安区大雁塔路244号"
"651","汉庭优佳(唐华浐灞店)","西安","未央区","3","323","65","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市未央区浐灞路478号"
"652","格林东方(古城钟楼店)","西安","莲湖区","3","402","73","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市莲湖区钟楼路494号"
"653","尚客优品(大唐不夜城都会店)","西安","长安区","3","379","48","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市长安区大唐不夜城路182号"
"654","丝路永宁门柏曼酒店","西安","莲湖区","3","277","69","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市莲湖区永宁门路147号"
"655","丝路小寨中心秋果","西安","临潼区","3","386","51","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市临潼区小寨路216号"
"656","逸柏(大雁塔行政店)","西安","雁塔区","3","260","50","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市雁塔区大雁塔路335号"
"657","都市花园(丝路高新店)","西安","新城区","3","407","58","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市新城区高新路400号"
"658","丝路青季(大唐不夜城店)","西安","新城区","3","222","41","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市新城区大唐不夜城路438号"
"659","长安曲江精品全季","西安","长安区","3","359","77","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市长安区曲江路41号"
"660","长安大明宫宜必思尚品酒店","西安","碑林区","3","419","60","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市碑林区大明宫路281号"
"661","西安大明宫如家精选酒店","西安","新城区","3","247","69","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市新城区大明宫路80号"
"662","桔子(大明宫商务店)","西安","未央区","3","368","48","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市未央区大明宫路227号"
"663","长安永宁门星程酒店","西安","临潼区","3","188","72","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市临潼区永宁门路183号"
"664","柏曼(唐华兵马俑店)","西安","临潼区","3","320","58","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市临潼区兵马俑路70号"
"665","长安大唐不夜城度假丽呈睿轩","西安","新城区","3","371","70","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市新城区大唐不夜城路450号"
"666","秦都美豪(永宁门店)","西安","未央区","3","318","44","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市未央区永宁门路413号"
"667","桔子(唐华高新店)","西安","未央区","3","219","49","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市未央区高新路6号"
"668","秦都亚朵(小寨店)","西安","未央区","3","316","30","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市未央区小寨路353号"
"669","非繁城品(唐华高新店)","西安","碑林区","3","332","44","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市碑林区高新路408号"
"670","亚朵(浐灞4号店)","西安","雁塔区","3","281","45","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市雁塔区浐灞路84号"
"671","唐华城家(曲江店)","西安","未央区","3","340","45","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市未央区曲江路265号"
"672","古城格盟(永宁门店)","西安","临潼区","3","228","34","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市临潼区永宁门路94号"
"673","星程(大雁塔4号店)","西安","长安区","3","249","74","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市长安区大雁塔路319号"
"674","长安浐灞非繁城品酒店","西安","碑林区","3","316","31","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市碑林区浐灞路96号"
"675","古城高新度假汉庭优佳","西安","雁塔区","3","182","44","免费WiFi,餐厅,洗衣房,会议室,停车场","西安市雁塔区高新路47号"
"676","西安易佰(兵马俑店)","西安","雁塔区","2","138","103","免费WiFi,24小时热水,空调,电视","西安市雁塔区兵马俑路191号"
"677","途窝(钟楼旗舰店)","西安","未央区","2","106","74","免费WiFi,24小时热水,空调,电视","西安市未央区钟楼路398号"
"678","拾光里(永宁门中心店)","西安","莲湖区","2","213","72","免费WiFi,24小时热水,空调,电视","西安市莲湖区永宁门路419号"
"679","西安青旅之家(大雁塔店)","西安","临潼区","2","197","96","免费WiFi,24小时热水,空调,电视","西安市临潼区大雁塔路127号"
"680","7天(兵马俑2号店)","西安","长安区","2","159","89","免费WiFi,24小时热水,空调,电视","西安市长安区兵马俑路349号"
"681","古城小寨尚美","西安","长安区","2","218","110","免费WiFi,24小时热水,空调,电视","西安市长安区小寨路267号"
"682","海友(兵马俑精品店)","西安","长安区","2","145","46","免费WiFi,24小时热水,空调,电视","西安市长安区兵马俑路443号"
"683","99优选(西安曲江店)","西安","长安区","2","100","61","免费WiFi,24小时热水,空调,电视","西安市长安区曲江路407号"
"684","秦都大雁塔轻时光酒店","西安","莲湖区","2","104","114","免费WiFi,24小时热水,空调,电视","西安市莲湖区大雁塔路402号"
"685","丝路大唐不夜城花住酒店","西安","雁塔区","2","130","60","免费WiFi,24小时热水,空调,电视","西安市雁塔区大唐不夜城路256号"
"686","丝路大唐不夜城尚客优酒店","西安","未央区","2","144","59","免费WiFi,24小时热水,空调,电视","西安市未央区大唐不夜城路360号"
"687","驿居(西安小寨店)","西安","莲湖区","2","170","84","免费WiFi,24小时热水,空调,电视","西安市莲湖区小寨路413号"
"688","一宿(丝路曲江店)","西安","碑林区","2","191","57","免费WiFi,24小时热水,空调,电视","西安市碑林区曲江路129号"
"689","7天(兵马俑4号店)","西安","新城区","2","123","112","免费WiFi,24小时热水,空调,电视","西安市新城区兵马俑路96号"
"690","驿居(古城浐灞店)","西安","长安区","2","210","116","免费WiFi,24小时热水,空调,电视","西安市长安区浐灞路469号"
"691","逸米(西安永宁门店)","西安","雁塔区","2","203","73","免费WiFi,24小时热水,空调,电视","西安市雁塔区永宁门路278号"
"692","唐华逸客栈(钟楼店)","西安","临潼区","2","192","63","免费WiFi,24小时热水,空调,电视","西安市临潼区钟楼路453号"
"693","汉庭(秦都浐灞店)","西安","临潼区","2","191","48","免费WiFi,24小时热水,空调,电视","西安市临潼区浐灞路338号"
"694","驿居(曲江2号店)","西安","新城区","2","177","76","免费WiFi,24小时热水,空调,电视","西安市新城区曲江路166号"
"695","云朵(浐灞1号店)","西安","碑林区","2","104","56","免费WiFi,24小时热水,空调,电视","西安市碑林区浐灞路92号"
"696","长安大雁塔7天酒店","西安","莲湖区","2","103","113","免费WiFi,24小时热水,空调,电视","西安市莲湖区大雁塔路329号"
"697","丝路兵马俑青旅之家酒店","西安","新城区","2","145","68","免费WiFi,24小时热水,空调,电视","西安市新城区兵马俑路311号"
"698","西安曲江格林豪泰酒店","西安","长安区","2","158","47","免费WiFi,24小时热水,空调,电视","西安市长安区曲江路185号"
"699","云朵(钟楼1号店)","西安","临潼区","2","192","49","免费WiFi,24小时热水,空调,电视","西安市临潼区钟楼路428号"
"700","西安曲江尚美酒店","西安","新城区","2","191","69","免费WiFi,24小时热水,空调,电视","西安市新城区曲江路273号"
"701","君澜度假(大东海5号店)","三亚","吉阳区","5","2380","33","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市吉阳区大东海路55号"
"702","海韵蜈支洲岛六善酒店","三亚","崖州区","5","1363","35","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市崖州区蜈支洲岛路93号"
"703","宝格丽(太阳湾5号店)","三亚","天涯区","5","2494","39","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市天涯区太阳湾路181号"
"704","海韵蜈支洲岛景观万达嘉华","三亚","天涯区","5","2443","36","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市天涯区蜈支洲岛路372号"
"705","万达嘉华(大东海3号店)","三亚","吉阳区","5","2154","40","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市吉阳区大东海路232号"
"706","鲁能希尔顿(亚龙湾1号店)","三亚","海棠区","5","2800","14","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市海棠区亚龙湾路456号"
"707","万达文华(三亚天涯海角店)","三亚","吉阳区","5","768","34","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市吉阳区天涯海角路421号"
"708","南海太阳湾莱佛士酒店","三亚","吉阳区","5","2565","21","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市吉阳区太阳湾路80号"
"709","悦榕庄(南海蜈支洲岛店)","三亚","吉阳区","5","1910","12","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市吉阳区蜈支洲岛路293号"
"710","海韵建国铂萃(大东海店)","三亚","海棠区","5","1388","25","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市海棠区大东海路423号"
"711","阳光凤凰岛莱佛士酒店","三亚","海棠区","5","2242","12","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市海棠区凤凰岛路400号"
"712","南海蜈支洲岛丽思卡尔顿酒店","三亚","崖州区","5","1608","33","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市崖州区蜈支洲岛路335号"
"713","丽晶(后海1号店)","三亚","海棠区","5","1987","27","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","三亚市海棠区后海路290号"
